model,experiment_id,case_id,seed,category,passed,passed_with_cost_gate,check_score,quality_check_score,keyword_coverage,cost_usd,input_tokens,output_tokens,rounds,duration_ms,error_category
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_52_language_catalan_erosion,1337,language,0,0,0.875,0.8333,1.0,0.04908625,30629,1080,3,17351,wrong_data
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_53_language_basque_co2,1337,language,1,1,1.0,1.0,1.0,0.047126249999999995,30349,919,3,14430,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_54_language_galician_co2,1337,language,0,0,0.8571,0.8,0.5,0.05640875,29335,1974,3,28069,keyword_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_55_language_basque_compare,1337,language,0,0,0.7143,0.6,0.0,0.057153749999999996,29411,2039,3,25064,keyword_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_56_habitat_andalucia_forest,1337,habitat_analysis,0,0,0.8889,0.8571,1.0,0.05522375,30875,1663,3,17871,wrong_data
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_57_temporal_multi_year,1337,temporal_change,0,0,0.8889,1.0,1.0,0.14167375,80011,4166,7,54335,rounds_exceeded
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_58_legend_co2_classes,1337,tool_selection,0,0,0.8571,0.8,1.0,0.01932375,9587,734,1,10880,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_59_legend_erosion_scale,1337,tool_selection,0,0,0.8333,0.75,1.0,0.0171975,9590,521,1,7984,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_60_legend_habitat_classes,1337,tool_selection,1,1,1.0,1.0,1.0,0.08423375,43307,3010,4,30477,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_61_list_layers_analyzable,1337,tool_selection,0,0,0.8333,0.75,1.0,0.01969375,9587,771,1,10233,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_62_list_layers_habitat_years,1337,tool_selection,1,1,1.0,1.0,1.0,0.18020624999999998,117925,3280,10,40549,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_63_list_layers_all_indicators,1337,tool_selection,0,0,0.8,0.6667,0.0,0.027658750000000003,19439,336,2,6163,keyword_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_64_layer_bounds_canary_co2,1337,tool_selection,1,1,1.0,1.0,1.0,0.047663750000000005,20379,2219,2,24089,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_65_layer_bounds_erosion_extent,1337,tool_selection,1,1,1.0,1.0,1.0,0.03691875,19295,1280,2,18221,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_66_layer_bounds_cross_border,1337,tool_selection,0,0,0.75,0.6667,0.5,0.0157575,9598,376,1,26371,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_67_multi_layer_three_indicators,1337,cross_indicator,1,1,1.0,1.0,1.0,0.07588625,50253,1307,5,23509,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_68_multi_layer_nbs_profile,1337,cross_indicator,0,0,0.8889,0.8571,0.6667,0.08613625,49269,2455,5,35096,keyword_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_69_multi_layer_explicit_simultaneous,1337,cross_indicator,1,1,1.0,1.0,1.0,0.082605,43300,2848,4,35892,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_70_interpretation_investor,1337,interpretation,0,0,0.4286,0.2,0.0,0.2580975,106262,12527,10,140322,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_71_interpretation_habitat_co2_link,1337,interpretation,0,0,0.8333,0.75,0.5,0.055150000000000005,30608,1689,3,25706,keyword_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_72_interpretation_erosion_project_risk,1337,interpretation,0,0,0.75,0.6667,1.0,0.0626775,31558,2323,3,32722,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_73_deep_dive_municipality,1337,deep_dive,0,0,0.8889,0.8571,1.0,0.05568125,30673,1734,3,21704,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_74_deep_dive_temporal_profile,1337,tool_selection,1,1,1.0,1.0,1.0,0.028317500000000002,19494,395,2,8340,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_75_deep_dive_community_ranking,1337,deep_dive,0,0,0.75,0.6667,1.0,0.06786249999999999,32810,2685,3,36987,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_76_legend_ines_erosion_visual,1337,tool_selection,0,0,0.8333,0.75,1.0,0.017935,9596,594,1,8459,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_77_legend_mfe_forest_map,1337,tool_selection,0,0,0.8,0.6667,1.0,0.01919125,9601,719,1,9846,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_78_legend_two_layers_compare,1337,tool_selection,0,0,0.8333,0.75,1.0,0.02484625,9605,1284,1,16916,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_79_list_layers_display_only,1337,tool_selection,0,0,0.8,0.6667,1.0,0.0222225,9594,1023,1,11549,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_80_list_layers_before_workflow,1337,tool_selection,0,0,0.8571,0.8,0.6667,0.03283,19328,867,2,11587,keyword_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_81_list_layers_unavailable_indicator,1337,tool_selection,0,0,0.75,0.6667,0.0,0.01864875,9591,666,1,9192,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_82_layer_bounds_ceuta_melilla,1337,tool_selection,1,1,1.0,1.0,1.0,0.03687125,19729,1221,2,16323,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_83_layer_bounds_balearic_erosion,1337,tool_selection,1,1,1.0,1.0,1.0,0.03791125,19265,1383,2,17862,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_84_layer_bounds_coverage_comparison,1337,tool_selection,0,0,0.8333,0.75,1.0,0.01914,9608,713,1,9437,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_85_multi_layer_municipality_lorca,1337,cross_indicator,0,0,0.8571,0.8,1.0,0.0586275,31094,1976,3,30215,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_86_multi_layer_with_chart_huelva,1337,cross_indicator,1,1,1.0,1.0,1.0,0.09900875,54359,3106,5,44711,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_87_multi_layer_comparison_two_provinces,1337,deep_dive,1,1,1.0,1.0,1.0,0.0845025,41250,3294,4,44221,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_88_interpretation_restoration_castilla_leon,1337,interpretation,1,1,1.0,1.0,1.0,0.1436175,84238,3832,8,59163,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_89_interpretation_biodiversity_carbon_synergy,1337,interpretation,0,0,0.7143,0.6,0.5,0.08746375,39579,3799,4,56649,keyword_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_90_interpretation_bank_risk_assessment,1337,interpretation,1,1,1.0,1.0,1.0,0.08116125,33201,3966,3,46663,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_91_deep_dive_temporal_municipality,1337,deep_dive,1,1,1.0,1.0,1.0,0.07776125,39217,2874,4,37182,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_92_deep_dive_two_provinces_side_by_side,1337,deep_dive,0,0,0.6667,0.5714,0.6667,0.0766075,40846,2555,4,40505,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_93_deep_dive_national_policy_brief,1337,habitat_analysis,1,1,1.0,1.0,1.0,0.09925500000000001,63060,2043,6,75803,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_01_municipality_co2_lorca,2024,municipality,0,0,0.625,0.5,0.5,0.032348749999999996,19895,748,2,11407,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_02_municipality_erosion_antequera,2024,municipality,1,1,1.0,1.0,1.0,0.05425125,30377,1628,3,22019,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_03_municipality_province_hint,2024,municipality,1,1,1.0,1.0,1.0,0.04606125,29777,884,3,15322,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_04_municipality_multi_indicator,2024,municipality,1,1,1.0,1.0,1.0,0.0550875,30766,1663,3,21673,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_05_followup_drill_down,2024,memory,1,1,1.0,1.0,1.0,0.017725,9708,559,1,8715,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_06_followup_compare_new,2024,memory,0,0,0.9,0.875,1.0,0.051388750000000004,30391,1340,3,19472,wrong_data
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_07_followup_switch_indicator,2024,memory,0,0,0.625,0.5,0.0,0.026308750000000002,19559,186,2,5188,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_08_followup_chart_request,2024,memory,1,1,1.0,1.0,1.0,0.030234999999999998,20140,506,2,9232,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_09_spatial_coastal_erosion,2024,spatial_reasoning,0,0,0.8333,0.75,1.0,0.05883,31312,1969,3,26958,wrong_data
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_10_spatial_inland_co2,2024,spatial_reasoning,1,1,1.0,1.0,1.0,0.05821125,31465,1888,3,24680,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_11_spatial_autonomous_community,2024,spatial_reasoning,0,0,0.375,0.1667,0.0,0.0321825,19890,732,2,12178,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_12_spatial_island_limitations,2024,spatial_reasoning,0,0,0.75,0.5,1.0,0.038018750000000004,19295,1390,2,17830,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_13_cross_indicator_tradeoff,2024,cross_indicator,0,0,0.8,0.6667,0.0,0.05809375,30507,1996,3,28046,keyword_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_14_cross_indicator_low_risk,2024,cross_indicator,0,0,0.8333,0.75,1.0,0.0671275,31406,2787,3,34052,wrong_data
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_15_error_nonexistent_municipality,2024,error_handling,1,1,1.0,1.0,1.0,0.028277499999999997,19526,387,2,7450,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_16_error_wrong_indicator_name,2024,error_handling,1,1,1.0,1.0,1.0,0.03218375,19891,732,2,11182,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_17_error_ines_stats_fabrication,2024,error_handling,0,0,0.8571,0.8,,0.0680675,29030,3178,3,40389,forbidden_keyword
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_18_error_fabricated_year,2024,error_handling,1,1,1.0,1.0,1.0,0.05432375,29427,1754,3,24180,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_19_ranking_bottom_co2,2024,ranking,0,0,0.625,0.5,0.5,0.05752,30952,1883,3,23212,keyword_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_20_ranking_chart_erosion,2024,ranking,0,0,0.7778,0.7143,1.0,0.05460375,31227,1557,3,21272,wrong_data
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_21_comparison_close_values,2024,comparison,0,0,0.4444,0.2857,0.0,0.05784,29328,2118,3,26421,keyword_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_22_comparison_north_south_erosion,2024,comparison,0,0,0.7778,0.7143,1.0,0.05859125,32369,1813,3,24659,wrong_data
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_23_deep_dive_full_profile,2024,deep_dive,0,0,0.75,0.6667,1.0,0.063435,31940,2351,3,28456,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_24_interpretation_policy,2024,interpretation,0,0,0.6667,0.5,0.0,0.06434625,29701,2722,3,33797,keyword_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_25_tool_selection_chart_type,2024,tool_selection,0,0,0.75,0.6667,1.0,0.0450975,30310,721,3,12991,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_26_tool_selection_toggle_multiple,2024,tool_selection,1,1,1.0,1.0,1.0,0.03235875,19695,774,2,12686,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_27_language_catalan,2024,language,1,1,1.0,1.0,1.0,0.04257625,29637,553,3,11326,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_28_language_galician,2024,language,1,1,1.0,1.0,1.0,0.0612075,30686,2285,3,28060,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_29_single_analysis_erosion,2024,single_analysis,0,0,0.875,0.8333,1.0,0.04736875,29791,1013,3,15889,wrong_data
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_30_single_analysis_co2,2024,single_analysis,0,0,0.4444,0.2857,0.3333,0.02375,9584,1177,1,17842,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_31_habitat_province_single,2024,habitat_analysis,1,1,1.0,1.0,1.0,0.0494225,30874,1083,3,16525,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_32_habitat_forest_types,2024,habitat_analysis,1,1,1.0,1.0,1.0,0.06693125,32449,2637,3,35649,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_33_habitat_recall_grassland,2024,habitat_analysis,1,1,1.0,1.0,1.0,0.04739875,30231,961,3,13840,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_34_habitat_chart,2024,habitat_analysis,1,1,1.0,1.0,1.0,0.05468875000000001,30359,1674,3,23192,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_35_habitat_dominant_class_recall,2024,habitat_analysis,1,1,1.0,1.0,1.0,0.01574375,9763,354,1,5146,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_36_temporal_compare_shrubland,2024,memory,1,1,1.0,1.0,1.0,0.014185,9764,198,1,4346,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_37_temporal_change_visual,2024,memory,1,1,1.0,1.0,1.0,0.016462499999999998,9762,426,1,5433,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_38_cross_indicator_habitat_co2,2024,cross_indicator,1,1,1.0,1.0,1.0,0.09461375,50723,3121,5,52297,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_39_error_unavailable_year,2024,error_handling,1,1,1.0,1.0,1.0,0.03241,19936,749,2,11263,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_40_error_wrong_layer,2024,error_handling,1,1,1.0,1.0,1.0,0.0286175,19438,432,2,8815,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_41_multi_muni_ranking_erosion,2024,multi_municipality_ranking,0,0,0.6,0.3333,0.0,0.03311,20000,811,2,12761,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_42_multi_muni_ranking_co2,2024,multi_municipality_ranking,0,0,0.6,0.3333,0.0,0.03641875,20287,1106,2,16933,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_43_multi_muni_compare_three,2024,multi_municipality_ranking,0,0,0.7778,0.7143,0.5,0.05806375,40147,788,4,14473,keyword_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_44_province_aggregation_andalucia,2024,province_aggregation,1,1,1.0,1.0,1.0,0.0372375,20126,1208,2,13836,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_45_province_aggregation_aragon,2024,province_aggregation,1,1,1.0,1.0,1.0,0.07156375000000001,33427,2978,3,33110,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_46_error_recovery_typo,2024,error_recovery,1,1,1.0,1.0,1.0,0.02832,19536,390,2,6702,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_47_error_recovery_fallback_indicator,2024,error_recovery,0,0,0.75,0.6667,0.0,0.03021875,21223,369,2,19782,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_48_error_recovery_wrong_year,2024,error_recovery,1,1,1.0,1.0,1.0,0.05705625,29741,1988,3,26536,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_49_threshold_co2_high,2024,threshold,0,0,0.5714,0.4,0.0,0.04919375,29795,1195,3,16982,keyword_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_50_threshold_dual_indicator,2024,threshold,1,1,1.0,1.0,1.0,0.05941249999999999,31298,2029,3,23252,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_51_threshold_co2_low,2024,threshold,1,1,1.0,1.0,1.0,0.033015,20020,799,2,11261,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_52_language_catalan_erosion,2024,language,0,0,0.875,0.8333,1.0,0.051248749999999996,30111,1361,3,18520,wrong_data
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_53_language_basque_co2,2024,language,1,1,1.0,1.0,1.0,0.045219999999999996,29456,840,3,12938,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_54_language_galician_co2,2024,language,1,1,1.0,1.0,1.0,0.048257499999999995,30622,998,3,14493,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_55_language_basque_compare,2024,language,0,0,0.7143,0.6,0.0,0.05373875,29415,1697,3,21810,keyword_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_56_habitat_andalucia_forest,2024,habitat_analysis,1,1,1.0,1.0,1.0,0.05472875,30583,1650,3,20559,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_57_temporal_multi_year,2024,temporal_change,0,0,0.8889,1.0,1.0,0.12840375,78195,3066,7,39597,rounds_exceeded
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_58_legend_co2_classes,2024,tool_selection,1,1,1.0,1.0,1.0,0.02887,19552,443,2,7649,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_59_legend_erosion_scale,2024,tool_selection,0,0,0.8333,0.75,1.0,0.017007500000000002,9590,502,1,7017,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_60_legend_habitat_classes,2024,tool_selection,1,1,1.0,1.0,1.0,0.081135,44628,2535,4,26229,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_61_list_layers_analyzable,2024,tool_selection,0,0,0.8333,0.75,1.0,0.020513749999999997,9587,853,1,10780,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_62_list_layers_habitat_years,2024,tool_selection,1,1,1.0,1.0,1.0,0.18637749999999997,120494,3576,10,42144,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_63_list_layers_all_indicators,2024,tool_selection,0,0,0.8,0.6667,0.0,0.026582500000000002,19394,234,2,5286,keyword_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_64_layer_bounds_canary_co2,2024,tool_selection,1,1,1.0,1.0,1.0,0.0449375,20662,1911,2,24389,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_65_layer_bounds_erosion_extent,2024,tool_selection,1,1,1.0,1.0,1.0,0.03998125,19953,1504,2,16906,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_66_layer_bounds_cross_border,2024,tool_selection,1,1,1.0,1.0,1.0,0.03812,19312,1398,2,15693,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_67_multi_layer_three_indicators,2024,cross_indicator,1,1,1.0,1.0,1.0,0.07469125,50737,1127,5,17182,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_68_multi_layer_nbs_profile,2024,cross_indicator,1,1,1.0,1.0,1.0,0.09065625000000001,51109,2677,5,47357,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_69_multi_layer_explicit_simultaneous,2024,cross_indicator,0,0,0.875,1.0,1.0,0.14948,82168,4677,7,55212,rounds_exceeded
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_70_interpretation_investor,2024,interpretation,0,0,0.5714,0.4,0.5,0.06027874999999999,31503,2090,3,29007,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_71_interpretation_habitat_co2_link,2024,interpretation,0,0,0.8333,0.75,0.5,0.063275,31708,2364,3,32662,keyword_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_72_interpretation_erosion_project_risk,2024,interpretation,0,0,0.75,0.6667,1.0,0.06387,31800,2412,3,31142,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_73_deep_dive_municipality,2024,deep_dive,1,1,1.0,1.0,1.0,0.08598125000000001,50865,2240,5,38077,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_74_deep_dive_temporal_profile,2024,tool_selection,1,1,1.0,1.0,1.0,0.03128875,19487,693,2,10094,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_75_deep_dive_community_ranking,2024,deep_dive,0,0,0.75,0.6667,1.0,0.081535,43308,2740,4,36374,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_76_legend_ines_erosion_visual,2024,tool_selection,0,0,0.8333,0.75,1.0,0.018945,9596,695,1,10710,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_77_legend_mfe_forest_map,2024,tool_selection,0,0,0.8,0.6667,1.0,0.01930125,9601,730,1,10559,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_78_legend_two_layers_compare,2024,tool_selection,0,0,0.8333,0.75,1.0,0.02536625,9605,1336,1,15977,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_79_list_layers_display_only,2024,tool_selection,0,0,0.8,0.6667,1.0,0.022662500000000002,9594,1067,1,20618,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_80_list_layers_before_workflow,2024,tool_selection,0,0,0.8571,0.8,0.6667,0.027014999999999997,19412,275,2,7297,keyword_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_81_list_layers_unavailable_indicator,2024,tool_selection,0,0,0.75,0.6667,0.0,0.02202875,9591,1004,1,13146,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_82_layer_bounds_ceuta_melilla,2024,tool_selection,1,1,1.0,1.0,1.0,0.03975875,19511,1537,2,20073,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_83_layer_bounds_balearic_erosion,2024,tool_selection,1,1,1.0,1.0,1.0,0.03627625,19933,1136,2,16268,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_84_layer_bounds_coverage_comparison,2024,tool_selection,0,0,0.8333,0.75,1.0,0.01944,9608,743,1,10134,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_85_multi_layer_municipality_lorca,2024,cross_indicator,0,0,0.7143,0.6,0.5,0.0419575,19358,1776,2,22844,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_86_multi_layer_with_chart_huelva,2024,cross_indicator,1,1,1.0,1.0,1.0,0.07863,41176,2716,4,38878,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_87_multi_layer_comparison_two_provinces,2024,deep_dive,1,1,1.0,1.0,1.0,0.09925,52456,3368,5,43629,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_88_interpretation_restoration_castilla_leon,2024,interpretation,1,1,1.0,1.0,1.0,0.1041325,63882,2428,6,33989,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_89_interpretation_biodiversity_carbon_synergy,2024,interpretation,0,0,0.7143,0.6,0.5,0.056625,29180,2015,3,26633,keyword_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_90_interpretation_bank_risk_assessment,2024,interpretation,1,1,1.0,1.0,1.0,0.0923725,40090,4226,4,46685,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_91_deep_dive_temporal_municipality,2024,deep_dive,1,1,1.0,1.0,1.0,0.07514,41720,2299,4,39551,
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_92_deep_dive_two_provinces_side_by_side,2024,deep_dive,0,0,0.7778,0.7143,1.0,0.0882325,42786,3475,4,40446,tool_missing
Gemini 2.5 Pro,exp_035_gemini25_pro_v5_seeds5,V5_93_deep_dive_national_policy_brief,2024,habitat_analysis,0,0,0.9091,1.0,1.0,0.1774175,109750,4023,9,48480,rounds_exceeded
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_01_municipality_co2_lorca,42,municipality,1,1,1.0,1.0,1.0,0.009284160000000001,32968,348,3,29782,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_02_municipality_erosion_antequera,42,municipality,1,1,1.0,1.0,1.0,0.0092159,32870,310,3,17121,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_03_municipality_province_hint,42,municipality,1,1,1.0,1.0,1.0,0.009240360000000001,32928,318,3,19876,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_04_municipality_multi_indicator,42,municipality,1,1,1.0,1.0,1.0,0.01926635,67845,862,6,68341,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_05_followup_drill_down,42,memory,1,1,1.0,1.0,1.0,0.006434300000000001,22470,334,2,16851,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_06_followup_compare_new,42,memory,1,1,1.0,1.0,1.0,0.00979377,34501,435,3,74241,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_07_followup_switch_indicator,42,memory,1,1,1.0,1.0,1.0,0.012517450000000001,45155,296,4,28300,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_08_followup_chart_request,42,memory,1,1,1.0,1.0,1.0,0.006619080000000001,23024,366,2,20461,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_09_spatial_coastal_erosion,42,spatial_reasoning,1,1,1.0,1.0,1.0,0.01005189,33807,840,3,25213,
